contig	source	pi	num_snps	contig_len	theta	snps_present
DNA_vOTU_3398	Sage2_L_100_16_sorted	0.00264150581419051	39	6643	0.00208278361274839	TRUE
DNA_vOTU_3398	Sage2_L_115_16_sorted	0.0026341047882998	35	6643	0.00187029503904241	TRUE
DNA_vOTU_3398	Sage2_R_80_16_sorted	0.00276939582914236	48	6643	0.00247254425212364	TRUE
DNA_vOTU_3399	Sage2_R_80_16_sorted	0.000239270225811276	3	6687	0.000153170548294036	TRUE
DNA_vOTU_3401	Sage2_R_80_16_sorted	5.32507946017007e-05	1	6677	5.11333161820287e-05	TRUE
DNA_vOTU_3402	Sage2_R_80_16_sorted	0.000519506468854588	11	6673	0.000562803637587511	TRUE
DNA_vOTU_3405	Sage2_R_80_16_sorted	0.000261294929055389	9	14628	0.000210059773675598	TRUE
DNA_vOTU_3409	Sage2_R_80_16_sorted	0.00163185584223293	24	7054	0.00120267341892492	TRUE
DNA_vOTU_3410	Sage2_R_80_16_sorted	0.000579069806363073	11	6639	0.000565685897517919	TRUE
DNA_vOTU_3411	Sage2_R_80_16_sorted	0.000207590444143103	4	6637	0.000205765949764897	TRUE
DNA_vOTU_3412	Sage2_R_80_16_sorted	0.000301340967304505	4	6637	0.000205765949764897	TRUE
DNA_vOTU_3414	Sage2_R_40_16_sorted	4.43483563390432e-05	1	12026	2.83899178569271e-05	TRUE
DNA_vOTU_3415	Sage2_R_80_16_sorted	1.0681478316599e-05	1	18724	1.82341995378875e-05	TRUE
DNA_vOTU_3416	Sage1_L_100_16_sorted	0.000161635973992953	7	12264	0.000195318736926433	TRUE
DNA_vOTU_3416	Sage1_L_113_16_sorted	0.00115338304979414	31	12264	0.000893805761317249	TRUE
DNA_vOTU_3416	Sage1_R_100_16_sorted	0.000599840284583832	15	12264	0.000433051816047471	TRUE
DNA_vOTU_3416	Sage1_R_113_16_sorted	0.000677716991916388	18	12264	0.000519534883875421	TRUE
DNA_vOTU_3417	Sage2_L_100_16_sorted	0.000549988190437629	8	6588	0.000414718678587799	TRUE
DNA_vOTU_3417	Sage2_L_60_16_sorted	0.000151952590791673	3	6588	0.000155637662428539	TRUE
DNA_vOTU_3417	Sage2_R_100_16_sorted	0.000209325095377967	4	6588	0.000207485355300763	TRUE
DNA_vOTU_3417	Sage2_R_60_16_sorted	0.000219487075587972	3	6588	0.000155637662428539	TRUE
DNA_vOTU_3417	Sage2_R_80_16_sorted	0.000131712259371834	2	6588	0.000103774210379151	TRUE
DNA_vOTU_3420	Sage1_L_20_16_sorted	0.000222945818299158	6	11363	0.000180278351921538	TRUE
DNA_vOTU_3421	Sage1_L_20_16_sorted	0.000405822229760716	14	17697	0.000270245950701853	TRUE
DNA_vOTU_3421	Sage1_R_20_16_sorted	0.000410219684262767	14	17697	0.000305277833200242	TRUE
DNA_vOTU_3421	Sage2_L_20_16_sorted	0.000314677939783962	12	17697	0.000239854630961164	TRUE
DNA_vOTU_3428	Sage2_L_100_16_sorted	0.00124784028958602	12	5305	0.00083780704007261	TRUE
DNA_vOTU_3428	Sage2_L_115_16_sorted	0.000847424438238635	11	5305	0.00080516687083398	TRUE
DNA_vOTU_3428	Sage2_L_20_16_sorted	0.00113478235869128	12	5305	0.000804901166707435	TRUE
DNA_vOTU_3428	Sage2_L_40_16_sorted	0.000645773979107312	7	5305	0.000469971573913221	TRUE
DNA_vOTU_3428	Sage2_L_60_16_sorted	0.00122713981564295	13	5305	0.000871810834932119	TRUE
DNA_vOTU_3428	Sage2_L_80_16_sorted	0.00226362486441987	25	5305	0.00167275109965462	TRUE
DNA_vOTU_3428	Sage2_R_40_16_sorted	0.00086673236473882	9	5305	0.000628713181296182	TRUE
DNA_vOTU_3431	Sage1_R_40_16_sorted	9.45179584120983e-05	1	5290	6.68215051756172e-05	TRUE
DNA_vOTU_3433	Sage1_L_20_16_sorted	0.000498608336321568	7	6511	0.000367284472880258	TRUE
DNA_vOTU_3433	Sage1_R_40_16_sorted	0.000570238339138155	8	6511	0.000419689185184272	TRUE
DNA_vOTU_3433	Sage2_L_40_16_sorted	0.000689537463731012	10	6511	0.000524450310518288	TRUE
DNA_vOTU_3433	Sage2_L_60_16_sorted	0.000532432294066452	11	6511	0.000576806738384497	TRUE
DNA_vOTU_3433	Sage2_L_80_16_sorted	0.000568443693347673	9	6511	0.000488765073192677	TRUE
DNA_vOTU_3433	Sage2_R_40_16_sorted	0.000552995391705069	10	6511	0.000524450310518288	TRUE
DNA_vOTU_3433	Sage2_R_60_16_sorted	0.000651988393923878	10	6511	0.000524450310518288	TRUE
DNA_vOTU_3433	Sage2_R_80_16_sorted	0.000662330789846537	9	6511	0.000472077795256821	TRUE
DNA_vOTU_3435	Sage1_L_20_16_sorted	0.000510748056760327	7	6366	0.000389240260602974	TRUE
DNA_vOTU_3435	Sage2_L_40_16_sorted	0.000859154121219834	11	6366	0.000611278633260363	TRUE
DNA_vOTU_3436	Sage1_L_100_16_sorted	0.00145370433328549	23	6343	0.00128988934391835	TRUE
DNA_vOTU_3436	Sage1_L_113_16_sorted	0.00144797178130511	20	6343	0.00112217702342545	TRUE
DNA_vOTU_3436	Sage1_L_80_16_sorted	0.00168292216484988	28	6343	0.00156905538151751	TRUE
DNA_vOTU_3436	Sage1_R_100_16_sorted	0.00137918871252205	20	6343	0.00108386397507113	TRUE
DNA_vOTU_3436	Sage1_R_113_16_sorted	0.000749650138053633	15	6343	0.000842301260633079	TRUE
DNA_vOTU_3436	Sage1_R_80_16_sorted	0.00154751833051325	24	6343	0.00134575797860031	TRUE
DNA_vOTU_3439	Sage2_L_60_16_sorted	0.000393933425251133	4	5080	0.000268991256369829	TRUE
DNA_vOTU_3439	Sage2_L_80_16_sorted	0.000341408968550982	4	5080	0.000268991256369829	TRUE
DNA_vOTU_3439	Sage2_R_40_16_sorted	0.00020138341651344	3	5080	0.000201783186848348	TRUE
DNA_vOTU_3439	Sage2_R_60_16_sorted	0.000380802311076095	4	5080	0.000268991256369829	TRUE
DNA_vOTU_3439	Sage2_R_80_16_sorted	0.000210180623973727	2	5080	0.00013454863138814	TRUE
DNA_vOTU_344	Sage1_L_100_16_sorted	0.000149120674284788	2	6864	9.96111311881563e-05	TRUE
DNA_vOTU_344	Sage1_L_80_16_sorted	0.000406602841360095	6	6864	0.000357046157141964	TRUE
DNA_vOTU_344	Sage1_R_100_16_sorted	0.000457167850373857	6	6864	0.000309216296001471	TRUE
DNA_vOTU_344	Sage1_R_113_16_sorted	7.78134422721525e-05	1	6864	4.98128322362716e-05	TRUE
DNA_vOTU_344	Sage1_R_60_16_sorted	0.00012967015155199	2	6864	9.96111311881563e-05	TRUE
DNA_vOTU_344	Sage1_R_80_16_sorted	0.000369398269660737	5	6864	0.000248918891912661	TRUE
DNA_vOTU_3440	Sage2_L_100_16_sorted	0.00254039689683254	29	5079	0.00211290511442734	TRUE
DNA_vOTU_3440	Sage2_L_115_16_sorted	0.00167014745304088	18	5079	0.00126269968700581	TRUE
DNA_vOTU_3440	Sage2_L_60_16_sorted	0.00180007345252336	20	5079	0.00145977752469175	TRUE
DNA_vOTU_3440	Sage2_L_80_16_sorted	0.000583515681983953	6	5079	0.000407500082133366	TRUE
DNA_vOTU_3440	Sage2_R_60_16_sorted	0.00111729376435259	11	5079	0.000772723248443793	TRUE
DNA_vOTU_3442	Sage1_R_60_16_sorted	0.000156787656787657	3	6881	0.000168564218150995	TRUE
DNA_vOTU_3442	Sage2_L_80_16_sorted	0.00015866077355222	2	6881	9.94950173823126e-05	TRUE
DNA_vOTU_3442	Sage2_R_80_16_sorted	0.00105327776162321	17	6881	0.000843863272245696	TRUE
DNA_vOTU_3444	Sage2_L_40_16_sorted	0.00033276998257543	6	8482	0.000241540256206159	TRUE
DNA_vOTU_3444	Sage2_L_60_16_sorted	6.29227623092654e-05	1	8482	4.02804568366453e-05	TRUE
DNA_vOTU_3444	Sage2_L_80_16_sorted	6.55368120273157e-05	2	8482	8.05514102034695e-05	TRUE
DNA_vOTU_3444	Sage2_R_40_16_sorted	5.05629339985168e-05	1	8482	4.55019975376919e-05	TRUE
DNA_vOTU_3444	Sage2_R_60_16_sorted	5.50574170206072e-05	1	8482	4.02804568366453e-05	TRUE
DNA_vOTU_3444	Sage2_R_80_16_sorted	4.19485082061769e-05	1	8482	4.02804568366453e-05	TRUE
DNA_vOTU_3450	Sage2_L_100_16_sorted	0.000722066604419546	16	10724	0.00051005363532759	TRUE
DNA_vOTU_3450	Sage2_R_115_16_sorted	0.00111783470619074	24	10724	0.00079153370937641	TRUE
DNA_vOTU_3451	Sage2_L_100_16_sorted	0.00159243846123093	32	9628	0.00118259742771861	TRUE
DNA_vOTU_3451	Sage2_L_115_16_sorted	0.00181949034853339	39	9628	0.00144023659974735	TRUE
DNA_vOTU_3451	Sage2_L_20_16_sorted	0.00159691757769886	41	9628	0.00151377859385206	TRUE
DNA_vOTU_3451	Sage2_L_40_16_sorted	0.00122395503148641	27	9628	0.00099833845023362	TRUE
DNA_vOTU_3451	Sage2_L_60_16_sorted	0.00135912179822269	32	9628	0.00118259742771861	TRUE
DNA_vOTU_3451	Sage2_L_80_16_sorted	0.00205566663682394	41	9628	0.00151377859385206	TRUE
DNA_vOTU_3451	Sage2_R_100_16_sorted	0.00154496690423895	28	9628	0.0010352056632792	TRUE
DNA_vOTU_3451	Sage2_R_20_16_sorted	0.00169631044396033	41	9628	0.00151377859385206	TRUE
DNA_vOTU_3451	Sage2_R_40_16_sorted	0.00202574101153587	41	9628	0.00151377859385206	TRUE
DNA_vOTU_3451	Sage2_R_60_16_sorted	0.00138191538819154	27	9628	0.00099833845023362	TRUE
DNA_vOTU_3451	Sage2_R_80_16_sorted	0.00114151154967482	22	9628	0.000847159848473909	TRUE
DNA_vOTU_3452	Sage2_L_100_16_sorted	0.000463517409625194	11	10022	0.000388058222172572	TRUE
DNA_vOTU_3452	Sage2_L_115_16_sorted	8.65627913170862e-05	3	10022	0.00010230238278488	TRUE
DNA_vOTU_3452	Sage2_L_80_16_sorted	0.000201939506912545	5	10022	0.000170469918188239	TRUE
DNA_vOTU_3452	Sage2_R_100_16_sorted	8.21318771573491e-05	2	10022	6.82084011881741e-05	TRUE
DNA_vOTU_3452	Sage2_R_60_16_sorted	0.00023189756563034	5	10022	0.000183711266775791	TRUE
DNA_vOTU_3452	Sage2_R_80_16_sorted	0.000170888955469001	4	10022	0.000136389554438193	TRUE
DNA_vOTU_3453	Sage2_R_80_16_sorted	7.04189930084e-05	1	6627	5.15191115357485e-05	TRUE
DNA_vOTU_3454	Sage2_R_80_16_sorted	0.000134273246055723	3	8275	0.000123776611050419	TRUE
DNA_vOTU_3455	Sage2_R_80_16_sorted	0.000315780633240951	5	6615	0.000258062851207412	TRUE
DNA_vOTU_3456	Sage2_R_80_16_sorted	0.00148552372290435	24	6597	0.00124208149939938	TRUE
DNA_vOTU_3458	Sage2_R_80_16_sorted	0.000161714170204164	2	6596	0.00010352248397435	TRUE
DNA_vOTU_3459	Sage2_R_80_16_sorted	0.000220101246573424	5	11106	0.00015370842434153	TRUE
DNA_vOTU_346	Sage1_L_100_16_sorted	5.63265833771942e-05	3	24066	4.25601037331595e-05	TRUE
DNA_vOTU_3460	Sage2_R_80_16_sorted	8.09552722121028e-05	1	6588	5.18240971687015e-05	TRUE
DNA_vOTU_3461	Sage2_R_80_16_sorted	0.000445592181882627	7	6583	0.000363044214648616	TRUE
DNA_vOTU_3466	Sage2_R_80_16_sorted	0.000615574022776239	12	9025	0.000453961864351121	TRUE
DNA_vOTU_3470	Sage1_L_20_16_sorted	0.000412973886941571	8	10026	0.000282055266211063	TRUE
DNA_vOTU_3473	Sage1_L_20_16_sorted	4.68617286120142e-05	1	11381	2.99988711139096e-05	TRUE
DNA_vOTU_3474	Sage1_L_20_16_sorted	6.01616845271668e-05	1	8865	3.85129331243548e-05	TRUE
DNA_vOTU_3475	Sage1_R_40_16_sorted	0.00017232890201871	2	5416	0.000126077234914108	TRUE
DNA_vOTU_3476	Sage1_L_40_16_sorted	0.000118388523277273	2	9573	8.05755627555576e-05	TRUE
DNA_vOTU_3477	Sage1_L_100_16_sorted	0.00048074930581458	9	5375	0.00061757410031462	TRUE
DNA_vOTU_3477	Sage1_L_113_16_sorted	0.000427031509121061	7	5375	0.000480514640986918	TRUE
DNA_vOTU_3477	Sage1_L_40_16_sorted	0.000825325778701385	9	5375	0.00061757410031462	TRUE
DNA_vOTU_3477	Sage1_R_100_16_sorted	0.000772344732076276	11	5375	0.000724896231575162	TRUE
DNA_vOTU_3477	Sage1_R_113_16_sorted	0.000762283536332753	11	5375	0.000754531352737528	TRUE
DNA_vOTU_3481	Sage2_L_115_16_sorted	0.000169905490071148	2	6278	0.000108766216039314	TRUE
DNA_vOTU_3482	Sage2_L_100_16_sorted	0.000223915208746759	3	6271	0.000184739708348783	TRUE
DNA_vOTU_3482	Sage2_L_60_16_sorted	0.000368892435931542	5	6271	0.000272479770269278	TRUE
DNA_vOTU_3482	Sage2_L_80_16_sorted	5.67889403538661e-05	1	6271	5.45307701880539e-05	TRUE
DNA_vOTU_3482	Sage2_R_40_16_sorted	0.000427350427350427	6	6271	0.000338479823535604	TRUE
DNA_vOTU_3482	Sage2_R_80_16_sorted	0.000131303452925938	2	6271	0.000109044123969149	TRUE
DNA_vOTU_3484	Sage2_L_100_16_sorted	0.00180584495378533	26	6253	0.0014730934159087	TRUE
DNA_vOTU_3484	Sage2_L_115_16_sorted	0.00126622566468572	21	6253	0.00123944103738685	TRUE
DNA_vOTU_3484	Sage2_L_40_16_sorted	0.000607262140777653	8	6253	0.000439051152094397	TRUE
DNA_vOTU_3484	Sage2_L_60_16_sorted	0.000171627782247251	2	6253	0.000109868753707934	TRUE
DNA_vOTU_3484	Sage2_L_80_16_sorted	0.000175203361044069	2	6253	0.000109868753707934	TRUE
DNA_vOTU_3484	Sage2_R_40_16_sorted	0.000407419320253029	5	6253	0.000274539363257804	TRUE
DNA_vOTU_3484	Sage2_R_80_16_sorted	0.000346719568209033	4	6253	0.0002196668181743	TRUE
DNA_vOTU_349	Sage1_L_80_16_sorted	0.000258788820703867	9	16668	0.000190867042321283	TRUE
DNA_vOTU_3492	Sage2_L_100_16_sorted	0.000792365623809758	13	6799	0.000676477978938201	TRUE
DNA_vOTU_3492	Sage2_L_115_16_sorted	0.000727873464514124	13	6799	0.000676477978938201	TRUE
DNA_vOTU_3495	Sage2_L_40_16_sorted	0.000382204863043	21	25695	0.000300929873308523	TRUE
DNA_vOTU_3495	Sage2_L_60_16_sorted	0.000539071896442818	27	25695	0.000386819444656217	TRUE
DNA_vOTU_350	Sage1_L_80_16_sorted	0.000127671992412636	3	12194	9.05951063112002e-05	TRUE
DNA_vOTU_350	Sage1_R_100_16_sorted	0.000105524810055342	3	12194	9.49626389846052e-05	TRUE
DNA_vOTU_350	Sage1_R_80_16_sorted	0.000346367696654817	9	12194	0.000260982105119864	TRUE
DNA_vOTU_3503	Sage1_L_100_16_sorted	0.000153273969856856	26	89752	0.00010243794315423	TRUE
DNA_vOTU_3503	Sage1_R_100_16_sorted	0.000226342951670579	43	89752	0.000169384503235019	TRUE
DNA_vOTU_3503	Sage1_R_113_16_sorted	0.000187999951175736	36	89752	0.000141821344778662	TRUE
DNA_vOTU_3504	Sage1_L_113_16_sorted	0.000400018398394604	125	151572	0.000291660694913938	TRUE
DNA_vOTU_3504	Sage1_R_100_16_sorted	0.000408091121561177	127	151572	0.000296323354095637	TRUE
DNA_vOTU_3504	Sage1_R_113_16_sorted	0.000175665680473373	52	151572	0.00012138934147631	TRUE
DNA_vOTU_3505	Sage1_L_113_16_sorted	6.38309231686209e-06	5	282742	7.74483015161512e-06	TRUE
DNA_vOTU_3505	Sage1_R_113_16_sorted	1.89474418174588e-06	1	282742	1.36407661936526e-06	TRUE
DNA_vOTU_3507	Sage1_R_60_16_sorted	0.000494530196313502	13	13346	0.000332565785847166	TRUE
DNA_vOTU_3511	Sage2_R_80_16_sorted	0.00260797461965535	51	7705	0.00233975001704475	TRUE
DNA_vOTU_3512	Sage2_R_80_16_sorted	0.000155731599972916	2	6564	0.00010402716396935	TRUE
DNA_vOTU_3513	Sage2_R_80_16_sorted	0.000243865264441396	3	6561	0.000156112095174854	TRUE
DNA_vOTU_3514	Sage2_R_80_16_sorted	0.00162287611593908	28	6559	0.00145749051076801	TRUE
DNA_vOTU_3515	Sage2_R_80_16_sorted	0.000243405039142162	3	6756	0.000151606195447338	TRUE
DNA_vOTU_3521	Sage2_R_80_16_sorted	0.000167289735579796	2	6509	0.000104906176723738	TRUE
DNA_vOTU_3526	Sage1_L_40_16_sorted	0	1	6318	6.93297774860792e-05	TRUE
DNA_vOTU_3526	Sage2_R_80_16_sorted	7.38747295657221e-05	1	6318	5.40473566799756e-05	TRUE
DNA_vOTU_3528	Sage1_L_100_16_sorted	7.7945360302428e-05	2	11411	5.98767366095064e-05	TRUE
DNA_vOTU_3528	Sage1_L_113_16_sorted	0.000214015064545441	5	11411	0.000154942474962311	TRUE
DNA_vOTU_3528	Sage1_R_100_16_sorted	7.7945360302428e-05	2	11411	5.98767366095064e-05	TRUE
DNA_vOTU_3528	Sage1_R_113_16_sorted	0.00014223780992742	3	11411	8.98072298502601e-05	TRUE
DNA_vOTU_3534	Sage1_L_20_16_sorted	0.000216840400240353	4	8507	0.000160553563201225	TRUE
DNA_vOTU_3534	Sage2_R_20_16_sorted	0.000188124632569077	3	8507	0.000129783747830178	TRUE
DNA_vOTU_3535	Sage2_R_20_16_sorted	0.00062655160184419	16	8459	0.00066861002459679	TRUE
DNA_vOTU_3536	Sage1_L_20_16_sorted	0.000188460813612255	3	8259	0.000124091526101553	TRUE
DNA_vOTU_3536	Sage2_L_20_16_sorted	0.000505076712850051	8	8259	0.000342400544742962	TRUE
DNA_vOTU_354	Sage1_L_100_16_sorted	0.000352733686067019	12	11737	0.000349633540345525	TRUE
DNA_vOTU_354	Sage1_L_80_16_sorted	0.000762657268455359	22	11737	0.000663087207736898	TRUE
DNA_vOTU_354	Sage1_R_100_16_sorted	0.000256081946222791	9	11737	0.000262292306387251	TRUE
DNA_vOTU_354	Sage1_R_113_16_sorted	0.000309686141027896	10	11737	0.000291411020952036	TRUE
DNA_vOTU_354	Sage1_R_60_16_sorted	0.000440410935291481	14	11737	0.000407836188571986	TRUE
DNA_vOTU_3544	Sage2_L_100_16_sorted	7.35348187366718e-05	1	7555	4.51908871141503e-05	TRUE
DNA_vOTU_3556	Sage2_L_100_16_sorted	0.000666013712047013	9	5112	0.000601910748154094	TRUE
DNA_vOTU_3556	Sage2_L_115_16_sorted	0.000949862906384645	10	5112	0.00069229487344108	TRUE
DNA_vOTU_3556	Sage2_L_60_16_sorted	0.000816193274567418	9	5112	0.000679936215507402	TRUE
DNA_vOTU_3556	Sage2_L_80_16_sorted	0.000709683037269244	8	5112	0.000554052919089366	TRUE
DNA_vOTU_3556	Sage2_R_100_16_sorted	0.00061837263483354	7	5112	0.000468336285524562	TRUE
DNA_vOTU_3556	Sage2_R_80_16_sorted	0.000614017897968515	7	5112	0.000468336285524562	TRUE
DNA_vOTU_3559	Sage2_L_100_16_sorted	0.00185802241858943	32	7801	0.00145767324692377	TRUE
DNA_vOTU_3559	Sage2_L_115_16_sorted	0.00130400850493766	21	7801	0.000957955995607088	TRUE
DNA_vOTU_3559	Sage2_L_40_16_sorted	0.00039313113401554	6	7801	0.000299204756500758	TRUE
DNA_vOTU_3559	Sage2_L_60_16_sorted	0.00277588983388135	49	7801	0.00231823445156605	TRUE
DNA_vOTU_3559	Sage2_L_80_16_sorted	0.00101411503889883	19	7801	0.000866945848096204	TRUE
DNA_vOTU_3559	Sage2_R_100_16_sorted	0.00141773821299044	23	7801	0.00104891917619886	TRUE
DNA_vOTU_3559	Sage2_R_115_16_sorted	0.000794471104548624	12	7801	0.000548039941672892	TRUE
DNA_vOTU_3559	Sage2_R_40_16_sorted	0.000250043110881186	4	7801	0.000176625531374757	TRUE
DNA_vOTU_3559	Sage2_R_60_16_sorted	0.00112869315038176	18	7801	0.000821423150377263	TRUE
DNA_vOTU_3559	Sage2_R_80_16_sorted	0.00109891686392655	17	7801	0.000749398526340335	TRUE
DNA_vOTU_3565	Sage2_L_100_16_sorted	0.00120041585465889	19	6493	0.00103438002236274	TRUE
DNA_vOTU_3565	Sage2_R_80_16_sorted	0.000329167309571568	7	6493	0.000368757917764518	TRUE
DNA_vOTU_3569	Sage2_R_80_16_sorted	0.000600600600600601	8	6475	0.000421828141649304	TRUE
DNA_vOTU_3570	Sage2_R_80_16_sorted	0.000199086946074898	3	6474	0.00015820998709333	TRUE
DNA_vOTU_3571	Sage2_R_80_16_sorted	0.00149166623753369	26	6473	0.00141984084996978	TRUE
DNA_vOTU_3572	Sage2_R_80_16_sorted	0.000237284638398845	3	6462	0.000158503784655249	TRUE
DNA_vOTU_3575	Sage2_R_80_16_sorted	4.55431735052588e-05	1	7807	4.37321829316518e-05	TRUE
DNA_vOTU_3578	Sage1_L_100_16_sorted	0.000269678071801787	5	5950	0.00040451710770268	TRUE
DNA_vOTU_3578	Sage1_L_80_16_sorted	0.00141976050302375	17	5950	0.00101080874019231	TRUE
DNA_vOTU_3579	Sage1_L_100_16_sorted	0.00025681309358013	4	6941	0.000212036839128975	TRUE
DNA_vOTU_3580	Sage2_R_100_16_sorted	2.65046099089377e-05	1	17607	1.93909895011873e-05	TRUE
DNA_vOTU_3582	Sage2_R_80_16_sorted	0.00106029810298103	15	6560	0.000780679463751689	TRUE
DNA_vOTU_3585	Sage2_L_20_16_sorted	0.000261194029850746	3	5362	0.000191091689634742	TRUE
DNA_vOTU_3585	Sage2_R_20_16_sorted	0.000140988161141175	2	5362	0.000143935410012867	TRUE
DNA_vOTU_3590	Sage1_L_20_16_sorted	0.000379075056861259	6	7964	0.000258845452727373	TRUE
DNA_vOTU_3590	Sage2_R_20_16_sorted	0.000474714473206557	50	7964	0.00256448394889496	TRUE
DNA_vOTU_3592	Sage1_L_20_16_sorted	0.000314120363020119	11	17178	0.00021862781893244	TRUE
DNA_vOTU_3596	Sage1_R_40_16_sorted	0.000391947265277036	5	5613	0.000304130725233748	TRUE
DNA_vOTU_3598	Sage1_R_40_16_sorted	0.000344170810909008	4	5592	0.000252851046050798	TRUE
DNA_vOTU_3600	Sage1_L_100_16_sorted	0.000885923454730794	21	6015	0.00123823202835018	TRUE
DNA_vOTU_3600	Sage1_L_113_16_sorted	0.00101431538347426	18	6015	0.00110528448794626	TRUE
DNA_vOTU_3600	Sage1_L_80_16_sorted	0.000519644414750478	13	6015	0.000798927681022417	TRUE
DNA_vOTU_3600	Sage1_R_100_16_sorted	0.000982463945426908	20	6015	0.00117946533993665	TRUE
DNA_vOTU_3600	Sage1_R_113_16_sorted	0.00104804303468744	16	6015	0.000944202370294532	TRUE
DNA_vOTU_3600	Sage1_R_60_16_sorted	0.000562047857540345	16	6015	0.00109025246158564	TRUE
DNA_vOTU_3600	Sage1_R_80_16_sorted	0.000733090030134612	15	6015	0.000921531787690486	TRUE
DNA_vOTU_3600	Sage2_L_100_16_sorted	9.29800092980009e-05	1	6015	5.91607970508812e-05	TRUE
DNA_vOTU_3600	Sage2_L_80_16_sorted	0.000226757369614512	4	6015	0.000236524431166956	TRUE
DNA_vOTU_3600	Sage2_R_100_16_sorted	0.000137564367110962	3	6015	0.000204866955984334	TRUE
DNA_vOTU_3603	Sage2_L_60_16_sorted	0.000563265655786859	11	5190	0.001017733230532	TRUE
DNA_vOTU_3603	Sage2_L_80_16_sorted	6.86665808334406e-05	1	5190	6.59361050883363e-05	TRUE
DNA_vOTU_3603	Sage2_R_100_16_sorted	0.000199523717577396	2	5190	0.000157622423365948	TRUE
DNA_vOTU_3603	Sage2_R_80_16_sorted	0.000296010296010296	3	5190	0.000213090883261711	TRUE
DNA_vOTU_3608	Sage2_L_100_16_sorted	0.00186028257456829	28	7327	0.00135956062453467	TRUE
DNA_vOTU_3608	Sage2_L_115_16_sorted	0.00182184381580152	30	7327	0.00140655239830022	TRUE
DNA_vOTU_3608	Sage2_L_60_16_sorted	0.00231794349441408	41	7327	0.00198723656349097	TRUE
DNA_vOTU_3608	Sage2_L_80_16_sorted	0.0015363511659808	38	7327	0.00184258696438993	TRUE
DNA_vOTU_3608	Sage2_R_100_16_sorted	0.00135013363879343	23	7327	0.00107939443290589	TRUE
DNA_vOTU_3608	Sage2_R_115_16_sorted	0.000735877122281416	15	7327	0.000842500203604216	TRUE
DNA_vOTU_3608	Sage2_R_60_16_sorted	0.000578193832599119	12	7327	0.00067427852198148	TRUE
DNA_vOTU_3608	Sage2_R_80_16_sorted	0.00176443145128765	29	7327	0.00146548150362012	TRUE
DNA_vOTU_3611	Sage1_L_40_16_sorted	0.000269916142557652	5	8481	0.000201307283105782	TRUE
DNA_vOTU_3611	Sage1_R_40_16_sorted	6.55445440721514e-05	1	8481	4.17043136360329e-05	TRUE
DNA_vOTU_3617	Sage2_R_80_16_sorted	0.000128653560085233	3	8291	0.000123537746525415	TRUE
DNA_vOTU_3619	Sage2_R_80_16_sorted	0.000416471445676506	5	6403	0.000266607178000473	TRUE
DNA_vOTU_362	Sage2_L_80_16_sorted	6.27114153386098e-05	4	32414	4.54088951403603e-05	TRUE
DNA_vOTU_362	Sage2_R_100_16_sorted	4.93659560025917e-05	4	32414	5.03734244924405e-05	TRUE
DNA_vOTU_3620	Sage2_R_80_16_sorted	0.000229059295122078	4	6403	0.000213285742400378	TRUE
DNA_vOTU_3621	Sage2_R_80_16_sorted	0.000670767733639176	11	6394	0.000587361381548555	TRUE
DNA_vOTU_3622	Sage2_L_100_16_sorted	0.000240070977506393	3	6387	0.000160365031539411	TRUE
DNA_vOTU_3623	Sage2_R_80_16_sorted	0.000391972405142678	6	6378	0.00033253599471215	TRUE
DNA_vOTU_3624	Sage2_R_80_16_sorted	0.000229957144350371	3	6378	0.000160591322741019	TRUE
DNA_vOTU_3625	Sage2_R_80_16_sorted	0.00012998118693347	3	9745	0.000105105331600022	TRUE
DNA_vOTU_3626	Sage2_R_80_16_sorted	0.000329815932206621	5	6358	0.000268494142928126	TRUE
DNA_vOTU_3627	Sage2_R_80_16_sorted	0.000179305519111344	7	15244	0.000162319623238855	TRUE
DNA_vOTU_3628	Sage2_R_80_16_sorted	0.000365646704805892	5	6351	0.00027829142054717	TRUE
DNA_vOTU_363	Sage2_L_100_16_sorted	8.86038157425866e-05	2	11539	5.91864699917493e-05	TRUE
DNA_vOTU_363	Sage2_L_115_16_sorted	0.000140598216521253	3	11539	8.8772010438743e-05	TRUE
DNA_vOTU_363	Sage2_L_80_16_sorted	4.62320850670365e-05	1	11539	2.95958002901704e-05	TRUE
DNA_vOTU_363	Sage2_R_100_16_sorted	4.81584219448297e-05	1	11539	2.95958002901704e-05	TRUE
DNA_vOTU_363	Sage2_R_115_16_sorted	4.0453074433657e-05	1	11539	2.95958002901704e-05	TRUE
DNA_vOTU_363	Sage2_R_80_16_sorted	4.81584219448297e-05	1	11539	2.95958002901704e-05	TRUE
DNA_vOTU_3635	Sage1_L_60_16_sorted	0.000137174211248285	2	7291	9.36672571049124e-05	TRUE
DNA_vOTU_3635	Sage1_R_60_16_sorted	0.000149367474470355	2	7291	9.36672571049124e-05	TRUE
DNA_vOTU_3636	Sage2_L_60_16_sorted	6.27746390458255e-05	2	15930	6.02636534839925e-05	TRUE
DNA_vOTU_3638	Sage2_R_80_16_sorted	0.000547966806615024	6	5637	0.000363403035814162	TRUE
DNA_vOTU_3639	Sage2_R_80_16_sorted	6.33111744222855e-05	1	7371	4.6318973293638e-05	TRUE
DNA_vOTU_3640	Sage1_L_20_16_sorted	0.00025825578019224	12	14545	0.000281736062836533	TRUE
